"","ArrDelay","Month","DayOfWeek","CRSDepTime","CRSArrTime","AirTime","Distance","TaxiIn","TaxiOut","DepDelay","Diverted","Carrier","Weather","NAS","Security","LateAircraft"
"3676",-16,8,3,610,714,41,253,7,10,-10,0,0,0,0,0,0
"3677",-10,7,2,1540,1800,114,742,4,10,2,0,0,0,0,0,0
"3678",43,6,3,1300,1424,75,214,3,55,-6,0,0,0,1,0,0
"3679",4,2,4,750,917,59,292,2,26,4,0,0,0,0,0,0
"3681",-5,1,5,930,1144,55,341,10,8,-4,0,0,0,0,0,0
"3682",-10,1,1,1215,1345,68,499,7,10,-5,0,0,0,0,0,0
"3683",-11,10,5,2025,2115,149,1020,4,7,-1,0,0,0,0,0,0
"3684",38,6,1,1120,1225,56,197,5,33,9,0,0,1,1,0,0
"3685",1,2,5,800,905,52,359,2,10,2,0,0,0,0,0,0
"3686",5,4,7,2205,2250,26,135,3,10,11,0,0,0,0,0,0
"3687",128,7,7,1149,1311,63,363,3,17,127,0,0,0,1,0,1
"3688",-6,7,1,950,1030,69,507,4,21,0,0,0,0,0,0,0
"3689",-3,3,2,2145,25,143,1069,7,12,-5,0,0,0,0,0,0
"3690",-15,3,3,1935,2341,157,1310,6,13,-5,0,0,0,0,0,0
"3691",-17,10,5,1925,2045,56,251,7,7,-7,0,0,0,0,0,0
"3692",10,9,7,1100,1338,134,954,14,24,-4,0,0,0,0,0,0
"3693",-13,10,6,1510,1610,153,1171,3,15,-4,0,0,0,0,0,0
"3694",10,5,4,637,810,75,427,6,31,-9,0,0,0,0,0,0
"3695",-13,11,3,1900,2100,152,984,6,12,-3,0,0,0,0,0,0
"3696",-15,4,1,2100,2202,40,175,2,9,-4,0,0,0,0,0,0
"3697",222,8,6,1702,1851,79,547,7,10,235,0,0,0,0,0,1
"3698",-7,8,5,1030,1045,57,348,4,10,-3,0,0,0,0,0,0
"3699",-3,9,3,1855,2000,99,641,9,20,-6,0,0,0,0,0,0
"3700",-6,2,2,1905,2025,58,417,3,7,6,0,0,0,0,0,0
"3701",-14,4,3,525,708,79,468,5,10,-5,0,0,0,0,0,0
"3702",72,6,7,1705,2041,132,1005,5,18,73,0,1,0,0,0,0
"3703",-4,10,3,1507,1620,49,305,10,8,2,0,0,0,0,0,0
"3704",-9,9,7,745,917,71,468,3,13,-4,0,0,0,0,0,0
"3705",16,6,5,1745,1830,27,158,5,17,12,0,1,0,1,0,0
"3706",-2,10,7,720,944,61,325,6,18,-3,0,0,0,0,0,0
"3707",-1,10,3,1325,1915,218,1728,4,12,-5,0,0,0,0,0,0
"3708",-30,7,2,1516,1816,139,1121,8,8,-5,0,0,0,0,0,0
"3709",-22,4,6,2110,2235,57,298,3,8,-5,0,0,0,0,0,0
"3710",-6,9,2,1615,512,449,4243,5,16,1,0,0,0,0,0,0
"3711",5,11,7,1450,1616,63,403,5,23,0,0,0,0,0,0,0
"3712",8,4,3,1830,2035,104,612,6,26,-3,0,0,0,0,0,0
"3713",66,1,2,1955,2133,126,911,5,15,78,0,0,0,0,0,1
"3714",116,1,3,2015,2253,157,1133,4,29,144,0,1,0,0,0,1
"3715",29,2,3,1725,1750,63,381,7,17,27,0,0,0,1,0,1
"3716",32,1,1,823,959,67,455,4,46,11,0,0,0,0,0,1
"3717",-26,11,4,1120,1320,139,936,7,10,-2,0,0,0,0,0,0
"3718",51,3,5,745,1200,173,1389,3,41,29,0,0,0,1,0,0
"3719",51,3,1,1105,1539,168,1205,7,19,11,0,0,0,1,0,1
"3720",-16,5,4,1320,1620,86,606,9,14,-5,0,0,0,0,0,0
"3721",-1,11,7,1935,2148,78,340,8,46,0,0,0,0,0,0,0
"3722",-7,5,3,745,1000,120,810,5,9,-6,0,0,0,0,0,0
"3724",24,8,1,1755,1945,104,551,16,16,-2,0,0,0,1,0,0
"3725",24,2,7,1628,1850,237,1565,5,18,26,0,0,0,0,0,1
"3726",99,7,3,2000,2115,46,187,10,19,99,0,0,0,1,0,1
"3727",-17,7,5,920,1040,105,729,9,11,-2,0,0,0,0,0,0
"3728",20,8,5,1648,2113,163,1428,4,31,27,0,1,0,0,0,0
"3729",-1,6,5,1615,1900,82,589,10,20,-8,0,0,0,0,0,0
"3730",-7,6,2,1950,2100,55,358,2,7,-1,0,0,0,0,0,0
"3731",15,12,3,900,1009,198,1187,5,9,-8,0,0,0,1,0,0
"3732",0,12,1,1625,1750,74,480,2,7,2,0,0,0,0,0,0
"3733",-2,4,1,1850,2110,235,1726,5,23,-5,0,0,0,0,0,0
"3734",10,8,5,1355,1715,101,770,3,13,33,0,0,0,0,0,0
"3735",-20,7,7,625,741,55,238,3,9,-11,0,0,0,0,0,0
"3736",-3,6,3,636,914,132,925,10,16,-3,0,0,0,0,0,0
"3737",-8,4,7,1750,2009,214,1723,2,35,0,0,0,0,0,0,0
"3738",-10,10,4,1750,1855,45,226,4,6,0,0,0,0,0,0,0
"3739",-6,10,4,655,820,133,910,4,7,-5,0,0,0,0,0,0
"3740",9,10,3,925,1100,67,460,6,13,18,0,0,0,0,0,0
"3741",-30,9,2,715,905,192,1444,5,6,-3,0,0,0,0,0,0
"3742",0,7,7,1150,1525,127,988,11,15,2,0,0,0,0,0,0
"3743",24,3,4,2123,2359,128,956,5,30,17,0,1,0,1,0,0
"3744",-8,1,5,827,841,43,261,6,19,-2,0,0,0,0,0,0
"3745",-10,8,6,1755,1910,55,334,10,9,-9,0,0,0,0,0,0
"3746",4,5,7,1010,1113,39,158,4,28,-4,0,0,0,0,0,0
"3747",4,5,1,1130,1255,122,812,12,12,3,0,0,0,0,0,0
"3748",13,9,3,1040,1310,144,972,4,16,-1,0,0,0,0,0,0
"3749",17,2,3,1950,2150,80,559,12,16,29,0,1,0,0,0,0
"3751",30,1,3,2140,2324,141,988,7,13,33,0,1,0,0,0,1
"3752",9,3,5,1925,2230,101,783,3,21,9,0,0,0,0,0,0
"3753",55,2,4,1945,2212,116,834,7,24,55,0,0,0,1,0,0
"3754",7,8,3,655,1210,165,1345,22,18,-3,0,0,0,0,0,0
"3755",-4,2,4,2140,2321,65,317,2,30,0,0,0,0,0,0,0
"3756",33,1,5,2035,2303,130,761,5,23,23,0,0,0,1,0,0
"3757",-13,7,7,1830,2030,102,626,10,10,-15,0,0,0,0,0,0
"3758",-33,8,1,2010,653,354,3365,4,20,-8,0,0,0,0,0,0
"3759",12,1,6,1025,1510,143,1123,8,20,6,0,0,0,0,0,0
"3760",9,6,1,605,711,52,222,3,8,12,0,0,0,0,0,0
"3761",-29,2,6,1320,1745,161,1389,4,12,-1,0,0,0,0,0,0
"3762",-6,7,1,2005,2105,35,168,3,18,-2,0,0,0,0,0,0
"3763",5,9,7,1500,1605,51,325,3,16,0,0,0,0,0,0,0
"3764",11,7,6,1405,1615,236,1745,10,16,-1,0,0,0,0,0,0
"3765",-5,7,1,1010,1120,44,281,3,18,0,0,0,0,0,0,0
"3766",7,10,4,1250,1305,60,347,5,6,11,0,0,0,0,0,0
"3767",98,3,1,700,858,91,547,10,122,-7,0,0,0,1,0,0
"3768",33,6,4,2230,1,42,274,3,60,19,0,1,0,1,0,0
"3769",99,1,4,1707,1745,29,78,8,19,81,0,0,0,1,0,0
"3770",29,3,1,1450,1600,50,328,4,8,37,0,0,0,0,0,1
"3771",4,12,6,1250,1327,21,100,5,13,2,0,0,0,0,0,0
"3772",-17,4,5,1855,2313,105,872,3,15,-2,0,0,0,0,0,0
"3773",1,1,2,2015,2215,99,700,3,11,8,0,0,0,0,0,0
"3774",-2,7,2,700,1529,307,2565,7,13,0,0,0,0,0,0,0
"3775",-2,12,1,1535,1630,98,588,6,7,2,0,0,0,0,0,0
"3776",-6,6,3,956,1117,54,361,4,11,6,0,0,0,0,0,0
"3777",-6,7,2,1030,1620,212,1671,5,9,-2,0,0,0,0,0,0
"3778",75,3,1,840,1022,80,466,4,22,71,0,0,0,0,0,1
"3779",-6,5,2,1710,1930,51,235,6,21,-4,0,0,0,0,0,0
"3780",-10,7,1,940,1245,92,610,14,16,-7,0,0,0,0,0,0
"3781",2,1,5,1328,1417,32,183,5,8,6,0,0,0,0,0,0
"3782",-22,11,4,1230,1613,132,1189,4,13,-8,0,0,0,0,0,0
"3783",0,2,7,1040,1235,38,214,2,21,-6,0,0,0,0,0,0
"3784",1,1,4,1920,2035,61,361,7,6,2,0,0,0,0,0,0
"3785",114,12,5,1525,1745,93,659,25,37,99,0,0,0,1,0,1
"3786",-8,12,7,1110,1245,69,507,5,16,-3,0,0,0,0,0,0
"3787",-12,6,3,2028,2224,84,557,5,17,-2,0,0,0,0,0,0
"3788",-6,1,5,2005,2216,94,761,9,11,11,0,0,0,0,0,0
"3789",16,1,4,650,810,117,732,8,18,13,0,1,0,1,0,0
"3790",-12,8,3,1540,1650,40,193,9,11,-2,0,0,0,0,0,0
"3791",95,4,4,1642,1953,115,819,4,13,94,0,0,0,1,0,1
"3792",13,1,2,900,1300,350,2530,3,8,12,0,0,0,0,0,0
"3793",3,10,5,845,1110,119,814,3,29,-3,0,0,0,0,0,0
"3794",11,8,6,1440,1605,60,429,4,14,18,0,0,0,0,0,0
"3795",40,3,7,2255,18,52,264,8,30,33,0,1,0,1,0,0
"3796",28,11,4,1130,1854,242,2136,6,13,31,0,1,0,0,0,1
"3797",23,2,5,1850,2039,71,432,13,11,37,0,0,0,0,0,1
"3798",169,3,3,1400,1557,95,544,6,13,172,0,0,0,0,0,1
"3799",8,6,7,1515,2217,228,1813,4,9,9,0,0,0,0,0,0
"3800",16,1,7,2025,2135,50,328,7,9,20,0,1,0,0,0,0
"3801",35,11,5,545,725,81,528,12,47,-5,0,0,0,1,0,0
"3802",-6,10,4,1650,1935,147,1057,3,10,-1,0,0,0,0,0,0
"3803",-17,10,3,1726,2259,175,1515,3,21,-3,0,0,0,0,0,0
"3804",-15,6,1,1135,1410,133,925,5,7,-5,0,0,0,0,0,0
"3805",84,3,5,1355,1655,147,1076,8,16,93,0,0,0,1,0,1
"3806",1,7,3,1640,1820,76,495,4,8,13,0,0,0,0,0,0
"3807",-1,1,2,1510,1610,43,296,10,6,0,0,0,0,0,0,0
"3808",29,12,4,955,1135,132,738,5,8,44,0,0,0,0,0,1
"3809",27,12,4,1314,1509,31,179,5,16,30,0,1,0,0,0,0
"3810",54,8,7,1510,1655,134,867,10,16,59,0,0,1,0,0,1
"3811",-20,2,7,1210,1415,96,700,3,8,-2,0,0,0,0,0,0
"3812",8,12,1,1625,1753,63,403,17,17,-1,0,0,0,0,0,0
"3813",-1,9,3,1002,1126,66,386,12,14,-9,0,0,0,0,0,0
"3814",-14,7,7,720,745,64,496,3,6,-2,0,0,0,0,0,0
"3815",-4,3,2,755,1105,166,1189,15,11,-6,0,0,0,0,0,0
"3816",66,5,6,2040,2333,157,998,5,46,31,0,0,0,1,0,1
"3817",11,10,6,750,908,73,269,5,12,-1,0,0,0,0,0,0
"3818",-15,6,7,1336,1505,62,369,3,14,-5,0,0,0,0,0,0
"3819",-5,9,4,1645,1805,56,316,11,18,-10,0,0,0,0,0,0
"3820",41,3,1,1800,2045,81,612,5,37,23,0,0,1,1,0,0
"3821",-1,6,4,955,1218,292,2153,7,29,-6,0,0,0,0,0,0
"3822",-4,2,3,800,1130,359,2586,8,20,-1,0,0,0,0,0,0
"3823",-5,2,4,1405,1500,41,189,2,11,-4,0,0,0,0,0,0
"3824",2,2,3,700,827,66,464,14,12,-3,0,0,0,0,0,0
"3825",5,8,1,1327,1939,243,1829,7,16,-9,0,0,0,0,0,0
"3826",-5,4,3,1115,1220,54,313,2,9,-5,0,0,0,0,0,0
"3828",20,7,5,1535,1735,94,651,13,33,0,0,0,0,1,0,0
"3829",-9,4,7,1415,1745,115,906,6,25,-5,0,0,0,0,0,0
"3830",-14,1,6,630,1117,139,1199,7,11,-4,0,0,0,0,0,0
"3831",-15,6,4,1815,1950,72,458,4,12,-8,0,0,0,0,0,0
"3832",-2,11,6,1155,1305,45,328,7,20,-4,0,0,0,0,0,0
"3833",245,2,2,1540,1655,71,281,9,12,228,0,0,0,1,0,1
"3834",-2,3,2,835,1045,55,338,3,7,3,0,0,0,0,0,0
"3835",42,5,3,635,1110,187,1562,4,21,45,0,0,1,0,0,0
"3836",-5,10,6,1315,1435,62,448,3,15,-5,0,0,0,0,0,0
"3837",47,11,7,1445,1950,161,1347,7,7,57,0,0,0,1,0,1
"3838",-2,4,7,1450,1619,60,366,9,23,-5,0,0,0,0,0,0
"3839",-15,2,3,2159,2303,39,256,3,10,-3,0,0,0,0,0,0
"3840",-9,1,4,615,755,124,871,5,31,-9,0,0,0,0,0,0
"3841",2,5,1,1215,1440,117,762,2,18,10,0,0,0,0,0,0
"3842",13,5,4,1205,1300,36,237,4,8,20,0,0,0,0,0,0
"3843",20,9,5,1735,1845,46,297,4,15,25,0,0,0,0,0,1
"3844",20,7,2,1342,1725,137,1085,7,43,-4,0,1,0,0,0,0
"3845",74,4,2,1722,1759,74,416,7,22,68,0,0,0,1,0,1
"3846",15,6,6,1330,1530,93,643,7,10,25,0,1,0,0,0,0
"3847",-1,5,1,2035,2135,46,293,4,7,2,0,0,0,0,0,0
"3848",22,4,3,1150,1345,44,254,4,11,18,0,0,0,1,0,1
"3849",-6,3,5,1704,1832,59,370,11,16,-4,0,0,0,0,0,0
"3850",-5,5,4,759,930,62,335,8,20,-4,0,0,0,0,0,0
"3851",-17,5,7,1755,55,204,1772,3,17,-1,0,0,0,0,0,0
"3852",-28,10,7,1645,1900,150,1192,6,12,-1,0,0,0,0,0,0
"3853",-22,1,2,1230,1335,95,612,3,8,-3,0,0,0,0,0,0
"3854",-7,10,6,1135,1403,185,1302,6,12,-2,0,0,0,0,0,0
"3856",20,3,2,1435,1844,157,1249,5,8,39,0,0,0,0,0,1
"3857",-1,7,3,1555,1649,160,1084,9,9,-5,0,0,0,0,0,0
"3858",18,2,4,1100,1205,42,200,8,26,7,0,0,0,1,0,1
"3859",-17,10,2,516,609,27,123,3,8,-2,0,0,0,0,0,0
"3860",0,4,4,1334,1649,110,839,3,22,0,0,0,0,0,0,0
"3861",-6,5,4,1020,1555,184,1618,3,11,11,0,0,0,0,0,0
"3862",33,12,3,1346,1514,65,445,4,12,40,0,1,0,0,0,0
"3863",-9,7,4,730,1004,124,954,9,10,2,0,0,0,0,0,0
"3864",-13,5,7,1300,1442,73,469,7,10,-1,0,0,0,0,0,0
"3865",-14,6,1,1145,1449,141,1011,5,27,-3,0,0,0,0,0,0
"3866",-1,1,6,634,825,90,485,1,19,0,0,0,0,0,0,0
"3867",-20,3,3,1450,1648,84,317,9,5,0,0,0,0,0,0,0
"3868",3,6,3,1715,1900,76,605,4,10,18,0,0,0,0,0,0
"3869",-14,4,4,1450,1610,48,329,4,17,-3,0,0,0,0,0,0
"3870",-10,4,2,1555,2035,133,1069,2,11,4,0,0,0,0,0,0
"3871",4,10,3,1735,1830,38,180,4,11,6,0,0,0,0,0,0
"3872",-7,7,3,1110,1345,70,501,4,17,-3,0,0,0,0,0,0
"3873",-19,5,1,2015,2255,125,938,9,9,-2,0,0,0,0,0,0
"3874",10,7,6,1515,1615,39,228,4,8,19,0,0,0,0,0,0
"3875",20,8,6,955,1650,209,1587,6,20,20,0,1,0,0,0,0
"3876",10,8,2,2135,2245,54,359,4,6,16,0,0,0,0,0,0
"3877",3,12,7,2119,2300,75,548,8,24,-3,0,0,0,0,0,0
"3878",-7,6,4,1512,1625,48,232,3,15,0,0,0,0,0,0,0
"3879",13,1,4,1149,1446,97,694,9,13,11,0,0,0,0,0,0
"3880",-3,7,3,535,620,28,127,7,11,-4,0,0,0,0,0,0
"3881",76,7,3,1726,1907,104,408,7,25,41,0,1,1,1,0,0
"3882",-23,7,2,1745,2200,170,1147,4,10,-12,0,0,0,0,0,0
"3883",-15,5,5,900,1252,144,1076,6,11,-4,0,0,0,0,0,0
"3884",-14,2,6,640,1159,171,1541,10,12,-8,0,0,0,0,0,0
"3885",35,1,2,1327,1459,65,414,5,21,36,0,0,0,0,0,1
"3886",-9,1,4,635,856,47,304,4,26,-5,0,0,0,0,0,0
"3887",95,2,2,1500,1635,61,280,6,23,100,0,0,1,0,0,0
"3888",3,4,2,1528,1812,82,627,7,18,0,0,0,0,0,0,0
"3889",1,4,5,1250,1410,67,446,2,8,4,0,0,0,0,0,0
"3890",4,2,4,1730,1949,111,781,11,16,5,0,0,0,0,0,0
"3891",-6,2,6,1230,1825,200,1813,7,6,16,0,0,0,0,0,0
"3892",-16,12,6,30,449,163,1449,4,18,-2,0,0,0,0,0,0
"3893",-3,3,2,1525,2159,188,1587,10,16,-3,0,0,0,0,0,0
"3894",27,10,3,1305,1730,180,1471,6,44,2,0,0,0,1,0,0
"3895",-7,2,3,1119,1200,73,448,3,24,-6,0,0,0,0,0,0
"3896",3,4,7,555,743,158,1091,6,11,-4,0,0,0,0,0,0
"3897",-7,11,5,1455,1640,69,515,6,27,-4,0,0,0,0,0,0
"3898",-26,4,7,2030,2254,105,861,7,10,-4,0,0,0,0,0,0
"3899",19,9,2,910,1025,56,354,5,33,0,0,0,0,1,0,0
"3900",-17,1,3,1240,1525,81,598,11,8,-12,0,0,0,0,0,0
"3901",-13,4,2,600,807,43,238,8,10,-7,0,0,0,0,0,0
"3902",-10,12,1,1335,1344,47,267,3,10,-1,0,0,0,0,0,0
"3903",37,12,1,1445,1640,87,644,6,14,45,0,0,0,0,0,1
"3904",0,6,1,1105,1505,160,1217,6,14,0,0,0,0,0,0,0
"3905",5,11,4,1218,1348,66,377,15,10,4,0,0,0,0,0,0
"3906",11,9,3,1855,2039,71,545,6,38,0,0,0,0,0,0,0
"3907",3,1,5,735,805,78,496,2,13,0,0,0,0,0,0,0
"3908",10,12,2,640,855,114,644,6,22,3,0,0,0,0,0,0
"3909",-7,3,7,1010,1255,147,1047,4,11,-4,0,0,0,0,0,0
"3910",-19,11,3,1321,1406,70,473,6,12,-2,0,0,0,0,0,0
"3911",-1,4,1,825,1041,124,810,4,11,-4,0,0,0,0,0,0
"3912",12,4,2,1750,1840,24,109,2,21,15,0,0,0,0,0,0
"3913",3,12,6,1955,2132,70,508,6,26,-2,0,0,0,0,0,0
"3914",4,2,4,1540,1705,125,833,5,8,11,0,0,0,0,0,0
"3915",1,2,6,635,704,23,102,6,6,-5,0,0,0,0,0,0
"3916",136,8,7,1945,2111,53,361,5,8,156,0,1,0,0,0,0
"3917",6,3,1,1055,1205,52,258,3,11,10,0,0,0,0,0,0
"3918",11,1,4,1033,1350,112,926,6,12,18,0,0,0,0,0,0
"3919",-7,1,3,1232,1523,87,590,14,13,-10,0,0,0,0,0,0
"3920",6,12,2,1110,1247,78,507,10,15,0,0,0,0,0,0,0
"3921",-1,12,6,1245,1509,57,370,14,18,-6,0,0,0,0,0,0
"3922",1,5,7,705,1000,160,1034,3,22,-9,0,0,0,0,0,0
"3923",-5,8,7,1220,1330,53,304,4,8,0,0,0,0,0,0,0
"3924",2,12,2,2235,2318,31,86,4,14,-4,0,0,0,0,0,0
"3925",-16,6,3,600,721,54,372,6,9,-4,0,0,0,0,0,0
"3926",1,10,4,1320,1415,43,237,4,7,2,0,0,0,0,0,0
"3927",-6,11,4,1550,1634,26,116,3,6,3,0,0,0,0,0,0
"3928",-12,9,1,955,1050,153,1126,5,8,-3,0,0,0,0,0,0
"3929",5,11,6,945,1025,84,483,7,14,0,0,0,0,0,0,0
"3930",12,3,7,641,928,316,2329,9,35,-1,0,0,0,0,0,0
"3931",9,7,4,1519,1658,134,900,12,24,-2,0,0,0,0,0,0
"3932",15,3,5,700,1410,249,1946,10,9,-3,0,0,0,1,0,0
"3933",3,10,2,1700,1810,55,328,5,7,6,0,0,0,0,0,0
"3934",10,4,2,1955,2200,100,640,6,12,17,0,0,0,0,0,0
"3935",-2,9,5,1430,1510,80,551,4,15,-1,0,0,0,0,0,0
"3936",-12,1,1,1005,1144,68,564,7,19,-7,0,0,0,0,0,0
"3937",-11,4,3,1620,1740,52,304,8,12,-3,0,0,0,0,0,0
"3938",-10,3,3,1529,1651,42,185,9,22,-1,0,0,0,0,0,0
"3939",12,2,4,1522,1659,76,466,10,11,12,0,0,0,0,0,0
"3940",-23,1,2,1555,1830,118,852,9,13,-8,0,0,0,0,0,0
"3941",4,2,3,830,930,101,669,3,22,-2,0,0,0,0,0,0
"3942",30,2,1,1900,2040,48,187,9,75,-2,0,0,0,1,0,0
"3943",24,5,4,1705,1805,100,634,8,19,17,0,0,0,1,0,1
"3944",-16,3,1,640,735,148,1020,3,9,-1,0,0,0,0,0,0
"3945",-3,10,7,1245,1418,71,429,15,10,-6,0,0,0,0,0,0
"3946",-14,3,2,1845,30,195,1750,6,7,3,0,0,0,0,0,0
"3947",-19,11,5,1040,1340,144,1065,9,10,-2,0,0,0,0,0,0
"3948",24,7,4,1125,1310,198,1536,14,39,-2,0,0,0,1,0,0
"3949",-1,5,3,1626,1826,94,614,11,19,-5,0,0,0,0,0,0
"3950",53,7,3,1900,2335,132,1023,6,10,60,0,0,0,0,0,1
"3951",14,10,4,1456,1548,27,139,4,10,25,0,0,0,0,0,0
"3952",-16,4,2,925,1037,45,290,3,13,-5,0,0,0,0,0,0
"3953",6,3,4,2100,2359,158,1237,3,14,10,0,0,0,0,0,0
"3954",-23,9,3,1745,1930,72,431,5,11,-6,0,0,0,0,0,0
"3955",-19,5,4,1200,1450,132,1005,5,16,-2,0,0,0,0,0,0
"3956",-9,12,7,2045,2140,41,248,2,6,-3,0,0,0,0,0,0
"3957",0,5,4,1255,1500,214,1593,6,12,13,0,0,0,0,0,0
"3958",-18,10,1,1745,1910,109,668,4,12,2,0,0,0,0,0,0
"3959",-4,9,4,2040,2140,43,188,4,14,-5,0,0,0,0,0,0
"3960",4,6,7,700,1034,135,1033,12,21,-10,0,0,0,0,0,0
"3961",-3,12,6,2215,12,98,728,4,16,-4,0,0,0,0,0,0
"3962",0,8,7,605,910,94,689,4,24,3,0,0,0,0,0,0
"3963",5,8,1,1640,1843,270,2125,7,32,-1,0,0,0,0,0,0
"3964",54,7,5,1755,1825,22,102,5,10,47,0,1,0,0,0,1
"3965",6,4,4,945,1217,284,2133,8,53,-7,0,0,0,0,0,0
"3966",-8,10,5,750,908,65,269,3,8,-6,0,0,0,0,0,0
"3967",-6,3,3,1915,2010,33,175,5,14,-3,0,0,0,0,0,0
"3968",-3,8,3,635,810,74,491,4,12,2,0,0,0,0,0,0
"3969",5,8,2,730,805,21,100,6,13,0,0,0,0,0,0,0
"3970",-7,6,1,955,1120,123,848,6,6,3,0,0,0,0,0,0
"3971",4,4,2,730,946,56,341,16,19,-11,0,0,0,0,0,0
"3972",-9,3,6,830,910,30,163,3,8,-10,0,0,0,0,0,0
"3973",24,6,4,1010,1344,132,861,5,21,20,0,1,0,1,0,1
"3974",-2,7,7,730,854,63,404,11,13,-5,0,0,0,0,0,0
"3975",-21,1,6,720,1030,145,1073,4,7,13,0,0,0,0,0,0
"3976",8,10,5,1750,2040,91,714,3,10,14,0,0,0,0,0,0
"3977",13,4,7,720,907,261,1848,26,11,2,0,0,0,0,0,0
"3978",-1,11,3,1434,1602,66,403,11,13,-3,0,0,0,0,0,0
"3979",-1,10,7,1330,1435,46,221,3,14,1,0,0,0,0,0,0
"3980",-1,11,4,1245,1742,164,1235,6,11,-5,0,0,0,0,0,0
"3981",13,3,6,1735,1845,49,258,5,6,23,0,0,0,0,0,0
"3982",0,2,7,1655,1805,54,303,4,5,7,0,0,0,0,0,0
"3983",246,8,6,855,1726,299,2465,21,87,170,0,1,0,1,0,0
"3984",6,1,2,2045,2335,201,1389,5,12,18,0,0,0,0,0,0
"3985",29,3,5,1420,1927,157,1300,4,11,44,0,1,0,0,0,1
"3986",0,1,1,1045,1225,141,997,5,7,7,0,0,0,0,0,0
"3987",-14,12,1,725,1019,84,694,6,14,-4,0,0,0,0,0,0
"3988",76,7,2,2125,2324,85,644,4,24,82,0,0,0,1,0,0
"3989",-20,6,4,645,928,126,1009,5,14,-2,0,0,0,0,0,0
"3990",0,6,5,812,935,60,373,3,14,6,0,0,0,0,0,0
"3991",67,9,1,1600,1823,158,1195,4,40,68,0,0,0,0,0,1
"3993",25,9,6,1149,1235,26,110,7,13,25,0,1,0,0,0,0
"3995",-10,8,3,715,945,76,416,1,8,-5,0,0,0,0,0,0
"3996",7,8,2,1804,1748,31,120,4,7,9,0,0,0,0,0,0
"3997",18,10,1,1535,1655,101,678,5,22,30,0,0,1,0,0,0
"3998",-14,3,3,930,1059,58,417,3,18,-4,0,0,0,0,0,0
"3999",-26,1,3,1000,1626,222,1979,5,18,-5,0,0,0,0,0,0
"4000",-6,8,2,2150,2248,93,680,4,19,-4,0,0,0,0,0,0
"4001",-5,12,1,2250,2320,22,102,6,6,-9,0,0,0,0,0,0
"4003",32,12,6,1600,1700,47,190,5,22,18,0,1,0,1,0,0
"4004",58,12,1,1945,2220,68,501,4,12,69,0,1,0,0,0,1
"4005",-22,6,5,1805,2010,100,657,6,7,-10,0,0,0,0,0,0
"4006",-14,5,3,940,1226,145,1025,4,13,-10,0,0,0,0,0,0
"4007",-23,11,6,830,1034,207,1619,6,9,-1,0,0,0,0,0,0
"4009",10,12,3,1425,1935,173,1379,7,14,6,0,0,0,0,0,0
"4010",-18,10,1,925,1042,52,310,7,10,-10,0,0,0,0,0,0
"4011",-15,11,5,1336,1504,63,455,4,10,-4,0,0,0,0,0,0
"4012",-19,10,5,1305,1420,39,232,2,17,-2,0,0,0,0,0,0
"4013",10,1,3,715,842,74,331,4,27,-8,0,0,0,0,0,0
"4014",-15,2,4,846,1004,49,321,6,9,-1,0,0,0,0,0,0
"4015",-4,10,4,650,850,152,1121,12,15,-3,0,0,0,0,0,0
"4016",19,3,6,2140,2219,21,72,3,38,-4,0,0,0,1,0,0
"4017",-12,4,7,1535,1650,55,389,4,6,-2,0,0,0,0,0,0
"4018",-14,6,6,1035,1320,142,1073,5,10,-6,0,0,0,0,0,0
"4019",-23,11,5,720,1004,121,925,5,18,-3,0,0,0,0,0,0
"4020",1,9,7,1855,2351,148,1199,7,15,7,0,0,0,0,0,0
"4021",-12,11,6,2138,2303,80,539,5,4,-16,0,0,0,0,0,0
"4022",-7,5,7,1450,1545,89,588,11,14,-6,0,0,0,0,0,0
"4023",-21,2,5,2210,4,82,590,5,12,-6,0,0,0,0,0,0
"4024",-8,6,2,805,1022,52,329,7,12,-2,0,0,0,0,0,0
"4025",41,9,2,1602,1653,37,158,12,8,35,0,1,0,1,0,0
"4026",-16,8,1,1230,1806,190,1545,5,11,-6,0,0,0,0,0,0
"4027",-2,10,4,1930,2055,61,399,2,11,9,0,0,0,0,0,0
"4029",-11,10,3,1150,1405,119,805,3,11,-9,0,0,0,0,0,0
"4030",-5,10,7,1030,1151,57,361,11,7,1,0,0,0,0,0,0
"4031",8,4,3,600,704,104,589,10,22,-4,0,0,0,0,0,0
"4032",-10,10,2,1425,1615,148,1048,8,12,-8,0,0,0,0,0,0
"4033",-7,2,3,1639,1825,77,526,9,15,-2,0,0,0,0,0,0
"4034",6,2,5,1615,1710,31,175,3,19,8,0,0,0,0,0,0
"4035",0,1,5,1910,2101,85,602,5,24,-3,0,0,0,0,0,0
"4036",-6,1,7,1030,1534,163,1337,3,17,-5,0,0,0,0,0,0
"4038",7,3,3,1010,1318,151,1065,11,30,3,0,0,0,0,0,0
"4039",10,3,6,1850,2025,203,1313,4,13,5,0,0,0,0,0,0
"4040",-19,5,6,1435,1840,148,1195,6,10,2,0,0,0,0,0,0
"4041",-5,11,1,1346,1503,103,674,24,10,-5,0,0,0,0,0,0
"4042",-4,12,1,607,656,37,216,4,10,-6,0,0,0,0,0,0
"4043",-12,7,6,1408,1533,60,376,5,10,-2,0,0,0,0,0,0
